NodeID,ParentID,x,y,z,thickness
7429,7173,0.377495,1.87695,-0.761718,0.00282843
12185,11871,-0.0140565,1.90974,-0.512645,0.00282843
19809,19493,-0.248584,2.16811,-0.237687,0.002
19643,19351,-0.852756,1.86622,-0.778577,0.002
3085,2895,0.0345015,1.66437,-1.36227,0.004
5426,5130,0.197872,1.73334,-1.15675,0.0034641
7586,7237,0.200328,1.72441,-1.12959,0.002
7919,7669,0.0585589,1.76658,-1.05118,0.002
6872,6613,-0.146026,1.63414,-1.33581,0.00282843
8331,8038,0.218743,1.78919,-1.10584,0.002
8996,8667,0.0815486,1.84246,-0.952389,0.002
10448,10160,0.17945,1.78246,-1.02302,0.002
16516,16233,0.136748,1.79816,-0.9894,0.002
3287,3086,-0.00379982,1.51519,-1.36588,0.002
3361,3086,-0.00379982,1.51519,-1.36588,0.00565685
9269,8890,-0.0303954,1.47208,-1.39345,0.00282843
3502,3310,-0.166194,1.41975,-1.23647,0.002
17192,16815,0.434937,1.44312,-1.11507,0.002
4905,4698,0.385506,1.72164,-0.995142,0.00282843
6815,6529,0.354871,1.67804,-1.04953,0.004
8036,7751,0.496549,1.64401,-0.988082,0.002
5832,5530,0.206946,1.55516,-1.1781,0.002
6338,6016,0.095516,1.28137,-1.12919,0.002
12885,12402,0.0850754,1.29909,-1.10748,0.002
15866,15583,0.364631,1.65042,-1.06804,0.00282843
8662,8335,0.501895,0.840991,-0.821186,0.00282843
5831,5529,0.143441,1.89678,-0.734015,0.00282843
8813,8485,-0.125525,1.82919,-0.731021,0.002
9934,9681,-0.111136,2.02486,-0.0238321,0.004
3943,3734,-0.324539,1.78742,-1.0486,0.002
6733,6408,-0.00264532,1.64474,-1.26746,0.00282843
9669,9272,-0.081619,1.63763,-1.23644,0.002
7585,7296,0.160032,1.50969,-1.25447,0.002
4996,4775,-0.29718,1.63531,-1.32852,0.0034641
9933,9680,-0.822598,1.55922,-0.805095,0.002
11172,10875,-0.687294,1.56207,-0.701805,0.002
3447,3256,0.639219,1.84169,-0.49074,0.004
14557,14117,0.538504,1.82887,-0.448822,0.002
9363,8998,0.556515,1.83466,-0.60916,0.0034641
4056,3845,0.682449,1.52375,-0.291676,0.004
6871,6612,0.685792,1.56375,-0.345445,0.002
17487,17197,0.707801,1.61308,-0.410416,0.002
8812,8484,0.467924,1.8612,-0.765603,0.002
8995,8666,0.535523,1.79882,-0.770015,0.00282843
3802,3605,0.658392,1.47162,-0.163774,0.00447214
7803,7502,0.640127,1.39551,-0.0857169,0.00282843
8994,8665,0.669409,1.44411,-0.1478,0.00282843
9932,9679,0.605233,1.45715,-0.317428,0.00282843
17191,16814,0.395529,1.56371,-0.0436004,0.002
3942,3733,-0.117769,1.85117,-1.05113,0.00282843
7664,7356,-0.317075,1.79054,-0.716855,0.002
7802,7501,-0.395686,1.61059,-0.854964,0.002
4299,4085,0.2069,1.94368,-0.672555,0.002
9668,9179,0.175161,1.93874,-0.66972,0.002
17190,16813,0.477142,1.75425,-0.805542,0.002
17486,17196,0.564794,1.49206,-0.874471,0.002
5333,5055,0.362935,1.74091,-1.04027,0.00282843
17189,16812,0.404247,1.60881,-1.17919,0.002
5888,5603,0.220164,1.42429,-1.33196,0.0034641
6671,6341,-0.149975,0.91405,-1.36556,0.002
7168,6876,0.675563,1.5853,-0.943856,0.002
12285,11970,0.658501,1.58569,-0.903583,0.002
7428,7172,0.690822,1.47525,-1.01404,0.00282843
11741,11385,0.533436,1.63822,-0.835719,0.002
7355,7071,0.252039,1.74683,-0.921863,0.002
19957,7071,0.252039,1.74683,-0.921863,0.002
15116,14704,0.0432071,1.62724,-1.01206,0.002
17000,16669,-0.165519,1.644,-1.00752,0.002
10551,10249,0.48924,1.85057,-0.803975,0.002
15115,14703,0.436268,1.81858,-0.69245,0.002
3801,3604,0.453022,1.84701,-0.167238,0.00447214
6526,6207,0.374125,1.82403,-0.311792,0.00282843
8885,8569,0.457314,1.71113,0.0445779,0.002
11286,10975,0.57761,1.57002,-0.423643,0.002
5830,5528,0.554319,1.87148,-0.598229,0.00282843
6014,5727,0.475093,1.86017,-0.516726,0.002
6732,6464,0.427644,1.85378,-0.431652,0.00282843
4995,4774,0.0104354,2.04509,-0.490166,0.002
6731,6463,0.306242,1.90696,-0.754622,0.00282843
8207,7864,0.207378,1.89945,-0.723036,0.00282843
4819,4624,-0.246625,2.00185,-0.578699,0.002
7167,6875,-0.35533,1.89112,-0.42927,0.00282843
21100,20701,-0.271741,1.89277,-0.409817,0.002
11532,11176,0.091243,1.90596,-0.52245,0.002
3539,3338,-1.12913,1.27159,-1.05327,0.002
4455,4243,-1.10139,1.25465,-1.05308,0.002
10052,9757,-1.02926,1.48505,-0.674567,0.002
4017,3807,-0.693282,1.53779,-0.98517,0.00282843
7918,3807,-0.693282,1.53779,-0.98517,0.002
8661,8334,-0.71039,1.59038,-0.767823,0.002
5332,5054,-1.19372,1.31339,-0.947944,0.00565685
9667,9271,-0.851667,1.6487,0.0637488,0.002
3419,3220,-0.468481,1.97232,-0.855362,0.004
3446,3255,-0.520673,1.89454,-0.855599,0.00632456
3979,3768,-0.718559,1.76918,-0.861998,0.0034641
11968,11742,-0.521578,1.93826,-0.437903,0.002
4739,4536,-0.146747,1.7716,-1.09647,0.00282843
9931,9678,0.0676058,1.70201,-0.841438,0.00282843
10331,10055,-0.91669,1.67093,-0.912104,0.002
12746,12401,0.305284,1.74748,-0.466353,0.002
3501,3309,-0.680695,1.92361,-0.279146,0.00282843
10330,10054,-0.538412,1.80828,-0.0522846,0.002
18692,18296,-0.266766,1.80963,-1.01003,0.002
3800,3603,-0.95252,1.76582,-0.539612,0.0034641
7294,7007,-1.05414,1.67982,-0.532724,0.00282843
5274,5001,-1.03263,1.56729,-0.877485,0.002
7861,7587,-0.937401,1.61187,-0.930304,0.002
16515,16232,-0.931829,1.60486,-0.859941,0.002
3445,3254,-0.950307,1.60692,-0.154288,0.002
20293,19958,-1.23163,1.33932,-0.00421196,0.002
3941,3732,-0.931708,1.26544,0.337684,0.00282843
18993,18695,-0.830743,1.23696,0.333609,0.002
6262,5956,-0.963161,1.20047,0.391487,0.002
6814,6528,-0.963265,1.15352,0.397029,0.002
17606,17195,-0.955849,1.13263,0.376207,0.00282843
12745,12400,-0.823071,1.30405,0.170235,0.002
4383,4201,-1.21397,1.10473,0.17016,0.002
11171,10874,-1.22518,1.05119,0.198317,0.002
14850,14399,-1.10003,1.17268,0.134609,0.002
7917,7668,-0.918798,1.18084,0.36197,0.002
9178,8815,-0.961596,1.17487,0.33623,0.002
17188,16811,-0.974456,0.95519,0.510508,0.002
17605,17349,-1.0638,1.29502,0.253495,0.00282843
3538,3337,-0.424149,1.62182,-0.629726,0.00282843
15742,15433,-0.367084,1.57932,-0.335303,0.002
3913,3699,-0.782673,1.63317,-0.373633,0.002
4904,4697,-0.843516,1.42765,-0.851132,0.00282843
3940,3731,-0.730997,1.4285,-0.909037,0.002
9755,9472,-0.639748,1.3842,-0.849641,0.002
16042,15743,-0.81907,1.30526,-0.621139,0.002
4382,4200,-0.383578,1.52818,-0.833327,0.0034641
6013,5726,-0.335966,1.46124,-0.865236,0.002
4055,3844,-0.98728,1.64728,0.0870925,0.00282843
4163,3950,-0.961693,1.76346,-0.454754,0.0034641
4818,4577,-0.939456,1.77131,-0.447287,0.0034641
7801,7500,-0.96434,1.53524,-0.631525,0.002
4655,4457,-0.697068,1.82948,-0.22926,0.002
13992,13589,-0.737868,1.81693,-0.322281,0.002
4951,4743,-1.41086,1.1321,-0.478879,0.002
13473,13110,-1.41368,1.06601,-0.457802,0.002
15114,14702,-1.41211,0.838026,-0.37079,0.002
8206,7863,-1.13064,1.32533,-0.531866,0.002
8884,8568,-1.16021,1.2071,-0.675059,0.002
9930,9677,-0.89673,1.23454,-0.518956,0.002
12103,11827,-0.853895,1.0325,-0.549887,0.002
3574,3363,0.285456,1.66887,-1.31598,0.002
3912,3698,0.0887061,1.75567,-1.13285,0.004
4738,4535,0.251892,1.76128,-1.21349,0.00282843
5829,5527,0.310336,1.73538,-1.10488,0.0034641
3695,3503,0.604095,1.3737,-1.34967,0.00447214
4381,4166,0.578967,1.38464,-1.33625,0.004
8883,8567,0.704114,1.27659,-1.25399,0.002
20292,8567,0.704114,1.27659,-1.25399,0.002
4016,3806,0.838911,1.48779,-0.842856,0.004
5229,3806,0.838911,1.48779,-0.842856,0.00282843
13859,13474,0.521139,1.89588,-0.797319,0.002
3668,3479,-0.147736,1.61391,-1.24895,0.002
7070,6817,-0.190462,1.70863,-0.776964,0.002
10665,10335,-0.231758,1.70976,-0.897948,0.002
4771,4576,-0.4876,1.50222,-1.06127,0.00282843
10872,10552,-0.37165,1.54585,-0.833913,0.002
14398,13993,-0.404965,1.54973,-0.898598,0.002
8142,7804,-0.564585,1.42795,-0.974901,0.00282843
4199,3982,-0.618206,1.32553,-0.973758,0.0034641
11740,11384,-0.647447,1.32432,-0.740614,0.002
4950,4742,-0.107397,1.60724,-0.982463,0.00282843
6611,6264,-0.200498,1.52294,-0.999781,0.002
3939,3730,-0.263314,1.6317,-1.20954,0.0034641
4298,4119,-0.230644,1.53862,-1.28826,0.00282843
17187,16810,-0.542278,1.29918,-1.16529,0.00282843
12507,12187,-0.292407,1.19247,-1.46777,0.002
5725,5428,0.146172,2.07983,-0.30749,0.002
13472,13109,0.0409599,2.01207,-0.196058,0.00282843
6927,6674,-0.0013567,1.98659,-0.112313,0.00282843
17186,16809,0.341693,2.05319,-0.38888,0.002
12884,12513,0.491946,1.9681,-0.50506,0.002
13384,13011,0.561929,1.90982,-0.571834,0.002
7427,7171,0.145258,1.91706,-0.781942,0.00282843
8751,8406,-0.186343,1.7906,-0.972979,0.0034641
10971,10667,-0.13876,1.6243,-1.15757,0.002
11531,11175,-0.155623,1.7938,-0.830883,0.00282843
11285,10974,-0.150482,1.73778,-0.60273,0.002
13471,13108,0.842254,1.88542,-0.115995,0.00282843
886,675,-1.14772,1.84988,0.39193,0.00447214
1349,1145,-1.17902,1.72335,0.327157,0.004
1934,1728,-1.23154,1.74393,0.168297,0.00447214
4500,4274,-1.20091,1.77161,0.19702,0.00282843
7663,7295,-1.16847,1.75747,0.204822,0.00282843
8404,8146,-1.16104,1.81695,0.277319,0.002
8660,8333,-1.07302,1.86923,0.046941,0.00282843
2324,2103,-0.83303,2.01293,0.0713839,0.0069282
8480,8145,-0.816509,1.99869,0.0591732,0.00282843
2584,2370,-1.00995,1.84623,-0.0975304,0.006
11092,10666,-1.01388,1.81966,-0.100317,0.002
14116,13725,-1.05155,1.82421,0.0127899,0.002
7006,6673,-0.86792,1.98644,0.0361955,0.00282843
4499,4302,-0.73914,1.97885,0.293583,0.002
3121,2894,-0.668756,1.89517,0.543061,0.0034641
4015,3805,-1.13146,1.67741,0.483008,0.00282843
8141,3805,-1.13146,1.67741,0.483008,0.00282843
10871,10449,-1.12676,1.68078,0.453291,0.00282843
15582,15272,-0.931178,1.72722,0.53447,0.002
1727,1518,-0.691346,2.10448,0.0394562,0.00447214
3001,1518,-0.691346,2.10448,0.0394562,0.00565685
3418,3219,-0.394726,1.89659,0.00779403,0.00489898
4770,4575,-0.395704,1.71024,-0.0267627,0.002
8261,7922,-0.91769,1.91936,-0.176298,0.002
2394,2163,-0.999109,1.98582,0.261468,0.00447214
4241,4019,-1.06558,1.89341,0.156674,0.00447214
8566,8262,-1.00723,1.96957,0.233324,0.002
7069,6737,-1.15424,1.71632,0.0658632,0.002
7166,6874,-1.10867,1.79293,0.165831,0.00447214
2821,2605,-1.07899,1.80461,-0.0351797,0.0034641
11967,2605,-1.07899,1.80461,-0.0351797,0.002
3253,3050,-0.951584,1.85732,-0.0235881,0.002
16514,16231,-1.15775,1.57304,0.0529145,0.002
1835,1628,-1.12605,1.75443,-0.216787,0.00282843
4162,3949,-1.14433,1.72017,0.0276066,0.004
1969,1783,-0.85352,1.8242,-0.238348,0.004
6461,6163,-0.912971,1.5464,-0.307148,0.002
2675,2461,-0.951657,1.74052,-0.310025,0.00282843
6670,6340,-0.921504,1.60096,-0.343066,0.00282843
6460,6162,-1.25661,1.62697,0.0807056,0.002
11648,11289,-1.18455,1.34718,0.0154996,0.002
2727,2512,-0.99712,1.6725,-0.334853,0.0052915
21099,20700,-1.03336,1.62117,-0.306718,0.002
7165,6873,-1.01387,1.6891,-0.250854,0.002
4769,4574,-1.03082,1.69955,-0.234418,0.00282843
4949,4741,-0.803447,1.72106,-0.303695,0.0034641
3667,3449,-0.359969,1.24712,-0.202144,0.0034641
7916,7667,-0.259696,1.42985,0.141801,0.00282843
4161,3948,-0.871955,2.02364,0.402579,0.00282843
1953,1761,-0.431906,2.09587,-0.0806205,0.002
2047,1850,-0.201413,1.92483,-0.0528347,0.0034641
5828,5479,-0.697031,2.05382,-0.189815,0.00282843
10158,9836,-0.669554,2.03008,-0.222131,0.002
7426,7170,-0.571576,1.95557,-0.272582,0.002
6459,6161,-0.491437,2.13081,0.165495,0.0034641
11383,11094,-0.482926,2.04708,0.287405,0.002
9666,9270,-0.618939,1.9822,0.434035,0.00282843
1530,1325,-0.941756,1.73185,-0.446781,0.0034641
13470,1325,-0.941756,1.73185,-0.446781,0.002
7293,6930,-0.920683,1.74343,-0.430953,0.002
1834,1627,-1.0606,1.71664,-0.265189,0.00282843
3140,2893,-1.04241,1.71797,-0.287448,0.002
4014,2893,-1.04241,1.71797,-0.287448,0.004
2305,2081,-0.64533,1.65836,-0.508052,0.002
2511,2283,-0.528796,1.69032,-0.253795,0.002
2583,2369,-0.456101,1.60365,-0.465232,0.002
2820,2369,-0.456101,1.60365,-0.465232,0.002
16999,16668,-0.825167,1.69361,-0.409155,0.002
2674,2460,-0.992272,1.96034,0.33948,0.00447214
13724,13254,-0.971906,1.96149,0.329218,0.002
5331,5053,-0.9599,1.92498,0.365549,0.002
5601,5053,-0.9599,1.92498,0.365549,0.0034641
7915,7666,-0.831774,1.98142,0.200273,0.002
12883,12512,-1.0278,1.70488,0.623202,0.00282843
16363,16045,-1.05219,1.87699,0.382696,0.002
10051,9676,-0.868879,2.09743,0.225712,0.0034641
3139,2955,-0.660424,1.95516,-0.450406,0.00447214
7005,6672,-0.831771,1.89819,-0.407812,0.002
3000,2797,-0.196744,2.15622,0.225023,0.004
4160,3947,-0.215258,1.97051,0.448503,0.004
4903,4696,-0.240484,2.02681,0.311092,0.002
6261,5955,-0.23427,1.98381,0.409561,0.00282843
3537,3336,-0.114032,2.02738,0.397307,0.004
8403,3336,-0.114032,2.02738,0.397307,0.002
8659,8332,-0.395172,2.05783,0.366373,0.0034641
9085,8752,0.11578,1.86255,0.0340705,0.002
9268,8889,0.081678,1.96504,-0.0794149,0.00282843
12284,11969,-0.0717451,1.97339,-0.0284852,0.002
3666,3448,-0.714264,2.06137,-0.152333,0.0034641
6160,5835,-0.436289,2.16087,-0.0829747,0.00282843
11647,11174,-0.459348,2.15141,-0.071546,0.002
6813,6462,-0.245365,2.06379,-0.126688,0.004
7068,6736,-0.309026,2.05876,-0.19805,0.00282843
8479,8144,-0.326427,2.06277,-0.175799,0.002
9835,9471,-0.354491,2.08262,0.396239,0.002
13991,13588,0.0600188,1.90808,0.827107,0.00282843
4336,4118,-0.557656,2.09622,-0.345866,0.004
5273,5000,-0.720182,1.96578,-0.369902,0.00447214
18508,18171,-0.580526,2.07515,0.0738122,0.002
18827,18509,-0.161697,1.78997,-0.278387,0.002
3252,3049,-0.0372449,2.20582,0.559267,0.00282843
19808,19492,-0.0367812,2.20075,0.28409,0.002
4498,4273,0.254069,2.08139,0.346707,0.002
4994,4740,0.224167,2.08231,0.330041,0.00282843
15581,15119,0.183335,2.09297,0.299426,0.00282843
3938,3697,-0.435193,2.04865,0.572457,0.00489898
21098,20699,-0.44181,2.00187,0.495496,0.002
9177,8814,-0.362011,2.05578,0.251619,0.00282843
4573,4385,-0.543789,1.81056,0.473341,0.00282843
10664,4385,-0.543789,1.81056,0.473341,0.002
6610,6263,0.209973,2.14173,0.29503,0.002
15580,15271,0.191229,2.08848,0.207699,0.002
8402,8143,0.25232,1.99655,0.567817,0.002
10447,8143,0.25232,1.99655,0.567817,0.002
14994,14559,0.0672541,2.08715,0.540674,0.002
19350,18994,0.207269,1.85748,0.815466,0.002
3767,3540,0.343356,1.94702,-0.156514,0.0034641
3334,3141,-0.709472,2.02673,0.471133,0.00489898
6085,5780,-0.605666,1.99629,0.388042,0.00282843
9267,8888,-0.822785,1.83289,0.268352,0.002
11170,10873,-0.669667,1.85388,0.209706,0.0034641
4198,3981,-0.679464,1.71553,0.740845,0.004
11530,11093,-0.662486,1.71494,0.719568,0.002
17604,17348,-0.393478,1.56233,0.820707,0.002
20114,19810,-0.922238,1.14201,0.523785,0.002
12882,12511,-0.164796,1.3613,1.03734,0.002
10050,9675,-0.402168,2.18969,-0.244253,0.0034641
11824,11537,-1.09064,1.75944,-0.0166508,0.00282843
13469,13107,-1.00236,1.75656,-0.0642789,0.002
10247,9936,-0.336146,2.19392,0.423901,0.00282843
16513,16230,-0.421915,2.1423,0.000402926,0.002
11284,10973,-0.152727,1.74822,-0.821436,0.002
3879,3638,-0.525989,2.23066,-0.284868,0.0052915
7164,6816,-0.569294,2.20089,-0.305919,0.002
8811,8405,-0.498609,2.18855,-0.457321,0.00282843
11823,11536,-0.658166,2.14141,-0.364763,0.002
8035,7750,-0.522295,2.15244,-0.124374,0.002
11283,10972,-0.504588,2.23113,-0.358751,0.002
11646,11288,-0.641051,2.11555,-0.437489,0.002
16362,16044,-0.756932,2.02853,-0.464401,0.002
4497,4272,-0.812395,2.02998,-0.332871,0.00447214
19807,19491,-0.312986,2.21302,0.244029,0.002
10446,10159,-1.22286,1.76697,-0.446133,0.002
3911,3669,-0.26785,2.21893,0.162271,0.004
15431,14853,-0.245829,2.21141,0.170441,0.002
8034,7749,-0.469485,2.04175,0.137349,0.002
4197,3980,-0.537749,1.85458,0.196655,0.00282843
15579,15270,-0.0113436,2.03616,0.0747968,0.002
8205,7862,0.216351,2.12253,0.35456,0.0034641
8993,8664,0.289924,1.98743,0.318619,0.00282843
11870,11535,0.28358,1.96308,0.31259,0.002
8882,8483,-0.416083,1.8936,0.881103,0.002
11645,11287,-0.418748,1.78757,0.913162,0.002
10329,10053,-0.203467,1.91121,0.84384,0.002
5330,5052,-0.650089,1.99652,0.2811,0.00282843
4380,4165,0.201061,2.07181,-0.294268,0.00282843
15268,14852,0.275654,1.97447,-0.357189,0.002
12881,12510,-0.349888,1.93352,-0.341618,0.002
8260,7921,-0.396454,2.01203,0.872339,0.002
16808,16517,0.00261961,1.95301,0.791434,0.002
4993,4773,0.202406,2.19301,-0.0245348,0.00282843
8259,7920,0.331656,2.11263,-0.101823,0.004
18992,18694,0.120572,2.16931,-0.162067,0.002
19490,19175,-0.0588313,2.19575,0.0429422,0.00282843
3536,3335,0.0359081,2.10913,-0.59246,0.00489898
10157,3335,0.0359081,2.10913,-0.59246,0.00282843
5953,5602,0.0432207,2.09749,-0.568933,0.002
15741,15432,-0.00559784,2.1142,-0.551766,0.002
5050,4821,0.0881555,1.93144,-0.410391,0.0034641
12506,12186,-0.154409,2.14048,-0.480996,0.00282843
5600,5276,0.119854,1.98228,-0.417675,0.004
10663,10334,0.100564,2.00489,-0.462005,0.002
3573,3362,0.119688,1.72599,-0.747785,0.0052915
13010,12509,0.109957,1.75005,-0.732538,0.00282843
6337,6015,0.0756748,1.80071,-0.706699,0.0034641
12102,11825,0.121428,1.77261,-0.559618,0.002
12880,12508,-0.0810783,2.16346,0.0344447,0.002
4159,3946,-0.385252,2.18687,-0.404823,0.00489898
9834,9364,-0.384765,2.18638,-0.432249,0.002
10049,9674,-0.379963,2.13755,-0.356425,0.002
4454,4242,-0.120436,1.96068,-0.554844,0.002
10662,10333,-0.129118,1.89873,-0.573217,0.002
4379,4164,-0.907835,1.95944,-0.480159,0.00282843
5049,4820,-0.769686,1.82147,-0.767383,0.0034641
8033,7748,-0.933398,1.70773,-0.735667,0.0034641
4534,4337,-1.09416,1.12316,-0.422752,0.0034641
4013,3804,-0.245191,1.97489,-0.881052,0.004
4572,4384,-0.27729,1.54127,-1.12169,0.002
10661,10332,-0.346899,1.33449,-1.02378,0.002
5272,4999,-0.562137,1.90991,-0.922023,0.002
10048,9558,-0.558173,1.87963,-0.941556,0.002
11869,11649,-0.208322,1.9333,-0.827818,0.002
15113,14558,-0.234822,1.92651,-0.837692,0.002
15267,14558,-0.234822,1.92651,-0.837692,0.002
6206,5890,-0.558771,2.10897,-0.46496,0.0034641
18991,18693,-0.55942,2.12088,0.104881,0.002
4902,4695,-0.366055,2.16894,0.247158,0.002
6260,5954,-0.580628,2.09837,0.125882,0.00447214
9468,9086,-0.278809,2.14866,0.172339,0.00282843
15112,14701,-0.298147,2.14252,0.106709,0.002
12397,12104,-0.52904,2.15628,0.060759,0.002
15578,15269,-0.724145,2.0097,0.182231,0.002
10047,9673,-0.170127,1.69686,0.683214,0.002
4496,4301,-0.684573,2.07229,-0.0759836,0.002
11822,11534,-1.04316,1.9345,-0.0966449,0.002
4694,4502,-0.689741,2.02137,-0.680102,0.004
9833,9470,-0.973107,1.8705,-0.46947,0.002
5384,5091,0.145084,1.86716,-0.526948,0.002
16361,16043,0.132089,1.8397,-0.37192,0.002
3799,3575,-0.396522,2.15,-0.218156,0.002
4992,4772,-0.357344,2.13644,-0.215598,0.00282843
6870,6527,-0.387689,2.12834,-0.133133,0.002
17485,17194,-0.320035,2.04823,-0.418168,0.002
8881,8482,-0.646517,2.08,-0.320365,0.002
3878,3637,-0.638981,1.39806,-1.23753,0.0034641
7662,3637,-0.638981,1.39806,-1.23753,0.0034641
4654,4456,-0.617513,1.05143,-1.16658,0.00282843
15577,15118,-0.636968,0.977132,-1.00392,0.002
4158,3945,-0.386741,1.55955,-1.03348,0.002
4866,4657,-0.368375,1.47765,-1.09531,0.002
4693,4501,-0.379815,1.48975,-1.11461,0.00282843
4495,4271,-0.323011,1.31506,-1.17596,0.0034641
20698,4271,-0.323011,1.31506,-1.17596,0.002
10046,9672,-0.423832,1.26092,-1.1514,0.00282843
13587,13253,0.00471717,1.79828,-0.370846,0.00282843
4012,3803,-0.649803,2.02451,-0.26057,0.0034641
5665,5275,-0.64324,2.01975,-0.283083,0.00282843
4865,4656,-0.51497,1.96936,-0.249389,0.004
6159,5834,-0.415012,1.97681,-0.229609,0.002
4494,4300,-0.793636,1.89681,-0.0393425,0.002
8992,8663,-0.859327,1.84017,-0.0775242,0.002
7425,7169,-1.30715,1.46137,-0.0164479,0.002
8880,8481,-1.12241,1.67018,-0.39199,0.002
7914,7665,-1.02719,1.5503,-0.840737,0.002
9362,8997,-0.664156,1.44945,-0.919619,0.002
18507,18170,-0.613329,1.81618,-0.948049,0.002
4157,3944,0.114885,2.01615,-0.2213,0.004
6158,5833,-0.024056,1.86276,-0.389829,0.0034641
6669,6339,-0.209586,1.8768,-0.266473,0.002
5887,5526,0.563135,1.55189,-0.0651576,0.002
12879,5526,0.563135,1.55189,-0.0651576,0.002
11821,11533,0.624959,1.27607,-0.391215,0.002
12744,12399,0.248835,1.58674,0.286189,0.00282843
17603,17347,-0.0663829,1.43606,0.373286,0.002
14263,13860,0.331186,1.48411,-0.612828,0.002
3843,3602,0.180208,2.04317,0.0207548,0.0034641
9832,9469,-0.0377693,2.05374,-0.137232,0.00282843
3937,3696,-0.144261,2.1074,-0.22277,0.00565685
10045,9671,-0.332746,1.95613,-0.720081,0.002
5271,4998,0.121291,1.97234,-0.431956,0.002
7067,6735,0.0449653,1.9451,-0.254874,0.004
4240,4018,-1.00767,2.01385,-0.0193155,0.002
7236,6929,-0.812995,1.92727,0.180426,0.002
5329,5051,-0.918432,1.95414,-0.473243,0.0034641
8330,8037,-0.90198,1.95785,-0.299219,0.00282843
18294,17996,-0.743997,1.76086,-0.8645,0.002
3877,3636,-0.522778,1.80739,-0.983871,0.00282843
11529,11173,-0.602011,1.79084,-0.950261,0.002
14700,11173,-0.602011,1.79084,-0.950261,0.002
9266,8887,-0.568513,1.73691,-1.02375,0.0034641
18691,18295,-1.14653,1.44522,-0.60133,0.002
7235,6928,-0.835562,1.89467,-0.629712,0.0034641
7747,7430,-0.775008,1.8338,-0.721028,0.002
12632,7430,-0.775008,1.8338,-0.721028,0.002
9265,8886,-0.537837,1.8543,-0.839616,0.00282843
12743,12398,-0.879571,1.494,-1.02454,0.002
10156,9756,-0.777302,1.81177,0.156568,0.0034641
16229,15867,-0.992898,1.66177,0.0420871,0.002
3842,3601,-0.24612,1.80921,-1.2255,0.00282843
4196,3601,-0.24612,1.80921,-1.2255,0.00282843
6205,5889,-0.307898,1.83639,-1.1453,0.00489898
3936,3729,-0.505927,1.74915,-1.19156,0.00282843
10044,9670,-0.6835,2.01639,-0.0811549,0.002
5779,5427,0.627555,1.90845,-0.128913,0.004
10246,9935,0.624011,1.77849,0.208528,0.002
15266,14851,0.553015,1.62817,0.345836,0.002
17346,17001,0.61281,1.76808,0.147407,0.002
15576,15117,0.358007,1.79825,0.407339,0.002
17484,17193,0.363416,1.9822,0.154364,0.00282843
5270,4997,0.343908,1.98988,-0.690794,0.00282843
7066,6734,0.322622,1.90005,-0.796001,0.002
7746,7429,0.397402,1.88771,-0.781415,0.00282843
12505,12185,-0.0249201,1.93726,-0.517606,0.002
19806,12185,-0.0249201,1.93726,-0.517606,0.002
20113,19809,-0.245551,2.19792,-0.236136,0.002
19956,19643,-0.863266,1.8924,-0.788774,0.002
3286,3085,0.0352593,1.67879,-1.38857,0.004
5778,5426,0.216475,1.75485,-1.16631,0.002
5952,5426,0.216475,1.75485,-1.16631,0.00282843
7860,7586,0.219594,1.73866,-1.11154,0.002
8258,7919,0.0486082,1.79345,-1.04227,0.002
7163,6872,-0.151794,1.65865,-1.35212,0.00282843
8658,8331,0.222784,1.81858,-1.11026,0.002
9361,8996,0.0829123,1.87229,-0.949465,0.002
10739,10448,0.194621,1.8069,-1.03154,0.002
16807,16516,0.131623,1.8265,-0.980997,0.002
3478,3287,-0.00655555,1.5439,-1.37416,0.002
3600,3361,8.80214e-05,1.54382,-1.35778,0.00565685
9665,9269,-0.0448952,1.47871,-1.41886,0.00282843
3728,3502,-0.18946,1.43666,-1.22793,0.002
17483,17192,0.45321,1.46554,-1.12303,0.002
5181,4905,0.388645,1.74858,-1.00796,0.00282843
7162,6815,0.351314,1.69864,-1.07104,0.004
8329,8036,0.512741,1.66643,-0.999706,0.002
6157,5832,0.202199,1.57424,-1.20077,0.002
6668,6338,0.0831145,1.2818,-1.1565,0.002
13252,12885,0.0606548,1.31611,-1.11121,0.002
16228,15866,0.376385,1.67777,-1.07176,0.00282843
8991,8662,0.52534,0.826131,-0.832566,0.00282843
6156,5831,0.147453,1.92397,-0.721987,0.002
7004,5831,0.147453,1.92397,-0.721987,0.002
9176,8813,-0.143521,1.8516,-0.739603,0.002
10245,9934,-0.106415,2.05398,-0.0183891,0.004
4156,3943,-0.325927,1.81732,-1.05063,0.002
7065,6733,-0.00066614,1.67008,-1.2834,0.00282843
10043,9669,-0.0987605,1.66156,-1.24222,0.002
7859,7585,0.177373,1.52913,-1.26934,0.002
5269,4996,-0.305972,1.66272,-1.33698,0.0034641
10244,9933,-0.842096,1.58019,-0.796153,0.002
11528,11172,-0.687908,1.58212,-0.679497,0.002
3665,3447,0.651193,1.86889,-0.486683,0.004
14993,14557,0.530483,1.85,-0.429092,0.002
9754,9363,0.548204,1.86177,-0.618934,0.0034641
4270,4056,0.693947,1.53022,-0.264733,0.004
7161,6871,0.702695,1.58844,-0.347627,0.002
17840,17487,0.732953,1.6288,-0.405922,0.002
9175,8812,0.476725,1.88663,-0.778854,0.002
9360,8995,0.559012,1.811,-0.784153,0.00282843
